1430:26698,20053,26567,24619,4150,35885,80730,83951,84654,87603
1431:9277,91772,15751,47847,77436,28047,47545,96637,96890,78480
1435:28460,53922,68458,95854,50786,98629,100418,49420,47739,43095
1437:359,87551,57274,31220,59503,28724,81567,71704,108598,41548
1441:100515,22889,80800,58009,105486,15468,33630,25745,65731,88907
1447:106610,115235,108801,36616,81753,38984,39670,34620,56135,59103
1448:115415,77465,21326,46525,43807,28412,99657,109170,79253,86233
1457:41051,29795,55511,100314,89125,106942,38466,29619,47722,65493
1458:54581,62528,68185,28368,33669,47785,6004,46825,43630,86985
1469:27986,14508,42720,60627,91613,98111,78250,111205,98961,87654
1477:86952,81582,86693,59161,99460,77730,71982,83394,79662,116055
1486:43110,14336,3429,52363,3539,21364,18882,78142,95902,108573
1490:29582,95109,80887,10685,109765,110711,4785,69774,73424,31149
1491:110700,109297,61670,82072,108626,65212,68088,86106,111478,94647
1500:14231,95682,100010,103227,33107,117226,99425,91981,60659,93934
1503:54227,72703,104360,56773,38650,120040,115837,107035,45665,24940
1517:68426,27486,103789,44744,104341,76247,10061,48134,74788,67812
1518:60180,16810,41871,7891,24648,95718,10700,82133,30531,95996
1535:6024,67987,43301,62045,97263,100227,3991,55268,98772,120477
1551:75987,14485,116534,32952,25007,101944,61782,36150,62798,103194
1552:33805,110698,114063,5205,14162,60496,37660,21320,81408,37080
1553:94639,116461,2579,80755,37468,13617,85783,112886,22458,117215
1559:10788,51873,92375,96429,43368,67855,10927,100346,102733,83377
1560:84723,7358,67549,69821,90526,54365,58732,13236,75084,75774
1561:15683,82998,13853,117782,89935,112494,98799,54856,13333,75057
1562:59032,31383,70005,8697,55471,116830,85789,101925,101867,92571
1569:82832,38425,76553,46543,9143,68615,77092,39965,33200,71
1570:15809,8830,73109,321,100319,6561,96547,41940,117739,81814
1588:47936,45722,25936,20593,24865,92824,10816,35665,66781,87115
1589:97822,77576,72802,90994,83221,11915,66345,71485,39710,105721
1591:77512,51600,76714,50347,67925,43874,63413,7466,25846,45444
1601:112047,40496,92539,83822,22222,47284,11192,41107,3393,26040
1602:74937,120523,25317,11715,47889,5364,93459,40690,42813,22717
1629:64698,40856,39728,15751,90849,32594,53136,57963,83771,114327
1634:83206,68891,1305,49906,78519,75701,24507,40452,78700,18588
1642:105259,90618,76335,21568,26430,82911,117570,62523,22613,81535
1653:105168,58476,69757,37444,64836,92278,51143,107201,51012,3541
1654:8547,10315,65966,90608,41142,49276,40072,22172,68387,41712
1655:94924,38523,78531,60814,9520,98710,85942,15395,10167,71990
1668:29897,100094,26000,98054,56919,51257,73800,28821,15982,64332
1681:85522,26855,77215,77375,75894,80000,80405,105400,23467,26548
1703:119830,23919,42292,37066,87377,91930,94580,89186,12897,11736
1721:111959,41720,50236,92485,25852,30987,26944,44354,70252,21008
1727:91098,57720,119153,57765,57295,109086,7374,13098,87490,8607
1728:57297,37696,119128,93065,110063,96456,43949,58801,81812,97999
1745:27011,15959,56606,78325,14291,34822,59958,59155,100545,91371
1746:64012,56979,25424,92326,83361,39635,40313,17512,105293,82402
1751:107243,90367,90860,57793,84870,43346,84879,78664,32095,55798
1756:9811,14435,89131,60526,63115,104798,16881,60629,101925,45856
1758:12963,54846,24388,82854,18560,65742,24316,67738,74017,108684
1761:52193,107649,116978,100505,92114,84754,48788,70562,120215,88073
1767:55897,97477,4993,88382,39290,105660,84956,47769,115904,104546
1779:37817,45095,76949,59597,42914,109269,23071,31457,46541,20511
1780:59850,108093,89844,22615,10408,87143,80185,98112,109712,116770
1783:88473,98514,62762,29594,119078,63207,49464,79800,27469,2604
1787:43149,79187,7207,80193,101221,65216,94206,116039,10401,80188
1788:119993,20384,20539,94158,77030,99649,66219,59173,37580,119942
1794:97038,30814,111844,78651,74517,96582,101943,53511,69214,21496
1796:79550,114547,101226,25107,54465,95778,16184,109538,23598,23180
1803:33152,94498,49025,15869,57553,107569,53558,108218,85415,117504
1820:97806,39332,67259,86278,62235,9406,99760,102982,18678,72146
1821:8114,60357,51572,21338,110144,114154,95825,117167,17367,96953
1822:78632,82276,72114,115787,84825,47130,27155,50912,93226,101704
1823:66212,72597,34874,24732,24416,16861,50814,87184,9472,64086
1840:73418,25171,47669,68314,6602,3711,67974,25315,60207,100113
1841:61306,109793,48388,24612,117980,32751,105749,405,96719,101693
1842:87342,78655,105150,101665,75088,79090,19608,104294,51520,55340
1850:35264,86439,94611,95548,115177,65580,96206,79395,28201,34446
1853:83664,36612,78615,80005,40246,17885,113497,19358,69834,20334
1854:104795,63399,17919,21733,107316,85571,89307,101356,111647,105259
1862:59251,72868,111009,34763,30420,70078,51896,50251,47182,80448
1880:50167,14778,49919,97199,119366,21695,76382,49755,38591,24444
1883:117459,15538,55290,118462,14563,111174,96611,41488,78406,43627
1890:29812,92437,92988,57473,43307,97398,27740,88789,102166,25985
1891:24402,82109,53772,95350,108788,110787,4505,16528,10685,3643
1893:9638,8109,114323,23435,115507,83862,68624,120121,27374,24096
1894:1219,35537,33734,18763,10649,58135,115229,18688,102390,65568
1911:88860,78024,64811,29658,34754,11126,19598,112093,114844,50203
1912:31496,54163,85296,28686,3118,2972,50122,62521,82268,86900
1913:26010,106075,4613,32731,47522,22649,116346,1654,57523,49573
1930:43167,36474,6739,68055,70268,58905,115412,3643,82903,90473
1932:3918,3717,56948,117664,115390,106639,5615,93763,65545,20716
1950:117468,91661,95235,17741,93942,93958,36942,58990,119846,89054
1951:112999,106072,1722,66138,21613,27919,65641,109030,92687,107259
1952:37746,3157,99151,86101,101540,33725,59814,105341,100850,57918
2005:114535,34688,37517,110224,64250,113886,70383,86868,85518,31101
2017:80700,112124,111561,119251,95843,87234,103058,68359,48657,84451
2025:111474,81939,37336,98739,2889,12684,87946,59326,25769,4215
2030:100157,7574,44679,49784,52560,118191,89528,9444,20673,47890
2034:22236,34246,99200,78419,42522,36955,46002,48140,101513,8609
2038:105702,98516,52707,22863,48903,60214,22747,17593,94029,14286
2046:117496,6424,11514,80255,85461,21749,23866,88941,3600,52697
2058:69076,112990,105225,97180,112756,114853,34765,63741,100307,94352
2068:93103,74038,120836,63715,31041,84605,100422,63537,103091,22608
2070:30025,37891,70382,116491,77785,61115,37595,31788,24030,75844
2071:102079,199,61843,33802,55060,94779,51598,92632,80681,79594
2072:90952,1188,59959,111458,97588,93155,14523,88600,85688,84902
2074:31583,43175,120618,98175,13499,4906,114526,90337,102126,82712
2075:52110,7248,101258,55922,97639,114999,51250,61713,42807,96968
2076:96594,95472,112162,99458,36852,26659,86072,38853,119369,81826
2077:115565,7137,56915,10608,53847,105270,74618,5313,57885,81080
2080:7059,8360,54985,14074,67333,72000,38356,9752,55582,120323
2085:78465,94124,98939,17390,38362,96840,70601,96299,80220,58475
2097:91374,45381,120345,89501,11104,32662,6917,48549,15041,108101
2112:56374,73362,99372,70336,58128,21152,71495,65509,43780,12798
2115:14297,111288,68395,33004,78750,88983,110972,65101,112357,97380
2116:15636,94385,36370,95995,108358,66077,707,50369,66518,44208
2123:116838,16570,26663,70196,77007,86354,82831,24953,23257,21996
2135:102058,87730,102248,102840,105236,24886,116033,33896,19919,107578
2141:31511,47184,56281,70180,116939,72355,6320,117645,60192,76023
2147:111622,85421,34258,47838,98480,90671,9354,82530,112897,71232
2154:115438,66524,93654,106266,88262,77199,31822,4600,88792,105894
2160:38680,914,87921,116881,119454,106377,11006,99857,111849,49450
2162:59220,49513,15500,78782,38764,16624,1884,98805,108732,60821
2170:62638,69983,15194,71822,88331,76987,33737,19128,108417,60166
2177:12996,65413,70451,89569,5289,62590,82107,116754,28148,18590
2184:27257,72373,32657,43340,84601,118581,57825,14014,43098,23514
2185:41601,46330,35813,50601,115763,29715,65086,116588,10510,117230
2187:13987,23009,61977,63750,66109,64964,101139,82170,115535,18597
2211:114191,17249,2713,62641,48746,99595,49031,111252,73228,25157
2223:46866,22908,67328,57259,16541,79397,114651,80710,35503,98094
2243:41283,21860,27857,106170,87008,47005,48569,60802,35175,43447
2244:35260,40066,99626,64115,55022,10805,92373,98328,44326,109943
2247:26546,80092,42487,86024,73887,66543,76351,23237,53430,28480
2250:116451,108134,9033,29672,36111,110635,18958,75631,42660,27918
2253:101354,1767,112294,94969,110532,111373,115419,39689,27114,51974
2260:3832,73991,31552,38590,16304,120434,7724,86458,5677,98955
2261:57548,61276,76862,41835,41577,61325,10594,114794,78011,46231
2262:100980,52647,9604,1158,36248,96206,102792,87647,33367,31642
2290:115694,65200,53442,107993,73383,101642,83574,95341,17494,110056
2291:109928,104157,1607,19942,36286,54314,116721,60788,83587,78887
2293:1739,59185,44400,33248,49550,30480,79440,25464,115384,63532
2301:30539,39592,115522,38759,120106,71677,42879,34295,80189,69714
2302:34945,103223,87860,32675,116448,58273,109666,19799,23129,25731
2304:58616,12126,70591,36952,70244,10286,89620,35769,3956,47104
2318:11897,48432,35158,58037,109419,37677,119895,3570,83755,17095
2325:18616,100141,88728,39727,15344,42350,91413,58194,46147,118418
2335:95543,25675,117341,5136,33657,14625,8707,5079,36828,89282
2343:74220,86636,108215,41802,96788,106553,102455,83261,91274,53375
2346:69964,89970,58391,98721,76295,69653,74040,101096,90046,31527
2347:33787,74950,76653,72245,102482,119252,97397,1389,15123,93356
2348:94029,119886,334,63718,55876,83792,72603,26643,3294,21584
2362:50399,26275,43929,9815,108600,54011,73522,38883,48221,13480
2363:46105,51403,49513,7333,13106,15482,94419,46094,103770,93210
2364:10381,34574,101527,116153,90774,94988,42698,105360,53156,66917
2369:3984,92534,51725,32945,66014,743,65216,64996,74628,90110
2373:23094,65589,10057,82389,5232,94145,31637,17980,8270,34187
2381:32075,30202,53958,92746,107372,67963,74631,29505,18145,36109
2382:12595,19169,46963,71833,59480,117814,40691,47291,23705,14233
2384:26966,30829,40682,85008,30851,117617,103782,87669,40388,18312
2385:64230,90731,58466,55643,41515,105566,103224,26868,115853,6545
2392:9550,35302,84110,64511,73117,17969,108859,81438,105142,28476
2393:62447,37327,102710,68815,63196,19995,98879,994,70467,63248
2394:47854,105069,40082,111956,100777,119489,90020,58483,59750,46284
2395:22530,110831,96806,3925,3129,29023,23165,51510,110282,57195
2399:83677,53438,29834,69872,86290,39912,66995,78634,22536,117599
2405:71382,96969,73344,30808,85691,119625,36411,3980,64314,115739
2407:77795,57603,89030,114734,82908,53996,77677,50315,26930,9759
2408:1344,118568,88971,111999,119140,62660,82350,60839,69842,10051
2419:19911,51292,83110,33968,81396,29069,111740,66747,45388,116049
2429:82145,25127,54585,85195,66845,118437,17078,33302,28755,76541
2447:109456,98064,104255,39490,71798,7370,66419,37443,40230,37136
2452:74892,33822,53669,93323,101030,48974,81149,13712,49504,107852
2453:29948,50383,74440,86732,97647,81537,97701,104428,7612,83806
2454:37818,115066,79081,77219,27979,93526,5995,85231,99105,70363
2456:79285,40874,44271,106822,57936,35016,95693,104240,78221,82185
2461:112192,106954,20989,4322,61459,46506,4100,16729,62515,31772
2464:111024,119197,69466,85233,7575,33007,24097,19816,115432,17071
2465:16766,19417,97747,25113,55797,34406,62696,102128,108746,55322
2469:2839,1592,98503,116395,50352,110245,66098,2052,53731,17671
2489:12747,81496,102722,110492,38362,22267,43253,94269,62058,57918
2491:40346,52346,25777,48842,60383,42129,89679,67076,92499,48626
2499:48553,63664,98917,7404,66177,27762,46756,43987,50520,48102
2500:120028,28892,111006,3348,51246,26533,40645,89454,43452,109568
2501:71145,80373,5409,85595,90112,8840,32562,76505,37132,110459
2505:18219,86321,107428,1549,88066,57318,101504,39612,24450,18468
2510:87178,112039,59568,22119,104299,36662,30236,54699,72274,14168
2515:31128,90209,64871,110169,33754,12719,64674,110927,9319,53763
2518:12435,96730,29605,17285,58638,111285,100196,67412,51659,40156
2520:70020,118100,45468,72889,36466,73607,84523,35507,20485,95352
2521:37076,8353,9940,65186,15004,13951,100168,54,28218,92721
2524:96385,20636,20027,86433,75425,107482,80176,116999,8188,11904
2536:8373,35980,96801,81124,84541,37119,21358,22461,9261,115619
2541:12760,495,71464,6274,82785,45831,12114,88055,10082,118565
2547:49934,67643,78147,12434,29466,118636,116453,43966,8287,105889
2553:58324,114893,77100,91418,100038,72639,90752,57298,65278,19175
2558:50330,92862,50417,6933,21581,10882,23279,81555,40423,80642
2560:95531,104574,119586,46990,48020,98787,18429,34409,107263,96960
2563:28625,62436,72770,28391,51,57865,87755,36284,73440,18182
2573:120260,102305,44092,95891,15542,24106,116233,85150,95491,97465
2591:94606,18172,87170,4650,86982,86303,68645,85260,13356,120789
2596:71491,87623,11015,63371,69367,26466,13159,57700,61435,8582
2597:58993,115089,119710,79274,48566,94453,95391,65021,2989,99192
2601:118500,91961,109493,42495,56006,33539,87936,85152,116192,12945
2604:56090,17695,75317,83441,25267,97908,59573,98873,96798,87922
2611:105815,59997,95382,16646,82965,23989,51747,76921,82379,65123
2612:84408,18149,80437,79233,112434,6934,89434,64282,8374,107280
2615:100550,41530,16436,72874,66357,7628,15654,75037,2982,32999
2625:74130,27958,34786,7700,94269,22792,96927,14099,19029,65235
2626:119830,42526,114750,84925,34685,119850,12605,73412,107028,57262
2634:45823,85230,111264,54514,40795,106863,41234,61168,59813,87791
2636:61999,56465,117702,41201,118296,106613,40335,116159,104255,105947
2639:98300,84196,98612,102447,11649,110893,25906,68947,102514,78256
2650:87575,9731,77224,74895,72006,93329,99969,117724,48304,43659
2661:41169,116973,40239,26005,9185,23765,105318,10722,62233,32427
2663:92081,106804,99002,2418,82566,14748,84350,84167,102076,39309
2666:31184,10932,89431,113620,41421,97078,22968,9789,73357,30409
2676:48727,104312,74050,27921,95734,115196,22706,46821,47252,71940
2689:63953,28304,11322,90080,53423,92120,85964,86157,30830,80124
2693:103673,109656,42278,83738,33107,56457,21694,93489,37519,41044
2708:118337,120655,16216,41522,92417,39080,69719,79367,101938,118023
2709:75730,35326,111630,31034,101147,90483,68353,120596,63181,42500
2713:108653,77469,34491,98750,103068,111795,80996,119549,19504,59068
2715:77655,29618,96452,38841,103451,58737,30348,57999,36737,112783
2716:44885,26942,39628,99299,109956,77544,103422,115204,104652,71616
2727:56616,33229,22670,11922,13501,62129,34207,66534,113921,32445
2730:94762,32761,71693,56004,37813,94215,29177,20521,61149,15507
2731:62411,117863,74888,6093,61899,94084,54037,47790,86826,22063
2734:28378,43864,82729,49294,49845,86123,67324,26495,15765,61697
2735:117594,18697,113962,12775,73002,34145,58276,71149,4077,69059
2737:43181,99725,38698,56424,58142,120537,71088,41347,105940,25005
2745:22636,38190,56802,14689,119279,64153,76006,2509,22709,54852
